100000.0,15.9,-5.96
79400.0,14.8,-7.03
63100.0,14.0,-8.17
50100.0,13.2,-9.29
39800.0,13.0,-10.4
31600.0,12.9,-11.9
25100.0,13.4,-13.8
20000.0,14.0,-16.3
15900.0,15.2,-19.7
12600.0,16.6,-23.8
10000.0,18.3,-28.7
7940.0,20.4,-34.4
6310.0,23.0,-41.3
5010.0,26.3,-49.4
3980.0,30.0,-58.9
3160.0,34.5,-70.1
2510.0,39.9,-83.5
2000.0,46.3,-99.3
1590.0,53.9,-118.0
1260.0,62.7,-141.0
1000.0,73.2,-168.0
794.0,87.0,-199.0
631.0,103.0,-238.0
501.0,122.0,-284.0
398.0,145.0,-338.0
316.0,174.0,-402.0
251.0,209.0,-477.0
200.0,251.0,-565.0
159.0,304.0,-669.0
126.0,367.0,-791.0
100.0,445.0,-931.0
79.4,534.0,-1100.0
63.1,645.0,-1300.0
52.0,758.0,-1480.0
39.8,941.0,-1770.0
31.6,1140.0,-2070.0
25.1,1380.0,-2420.0
20.0,1660.0,-2810.0
15.9,1990.0,-3250.0
12.6,2400.0,-3730.0
10.0,2870.0,-4300.0
7.94,3440.0,-4890.0
6.31,4110.0,-5560.0
5.01,4890.0,-6260.0
3.98,5820.0,-7020.0
3.16,6880.0,-7800.0
2.51,8090.0,-8610.0
2.0,9480.0,-9390.0
1.59,11000.0,-10200.0
1.26,12800.0,-10900.0
1.0,14700.0,-11600.0
