0.01,369.8,-6.3398
0.012589,369.69,-7.9768
0.015849,369.51,-10.033
0.019953,369.22,-12.613
0.025119,368.76,-15.843
0.031623,368.04,-19.874
0.039811,366.92,-24.879
0.050119,365.16,-31.044
0.063096,362.44,-38.542
0.079433,358.27,-47.482
0.1,352.03,-57.816
0.12589,342.94,-69.192
0.15849,330.26,-80.794
0.19953,313.57,-91.256
0.25119,293.22,-98.838
0.31623,270.62,-101.98
0.39811,247.93,-100.05
0.50119,227.39,-93.659
0.63096,210.42,-84.386
0.79433,197.42,-74.035
1,188.01,-64.064
1.2589,181.4,-55.391
1.5849,176.77,-48.471
1.9953,173.42,-43.457
2.5119,170.73,-40.343
3.1623,168.21,-39.044
3.9811,165.38,-39.43
5.0119,161.78,-41.301
6.3096,156.93,-44.324
7.9433,150.38,-47.958
10,141.9,-51.407
12.589,131.64,-53.71
15.849,120.29,-54.015
19.953,108.94,-51.939
25.119,98.678,-47.745
31.623,90.231,-42.17
39.811,83.793,-36.068
50.119,79.168,-30.117
63.096,75.987,-24.724
79.433,73.863,-20.065
100,72.472,-16.159
